,Nombre del parque eolico,Pais,Departamento / Zona,Ciudad,turbinas eolicas,Altura de las gondolas,Potencia nominal total,Operativo,Parque eolico onshore,Desarrolladores,Operador,Propietario,Fuente,Latitud,Longitud,Sistema geodesico,Localizacion precisa,Puesta en servicio,Desarrollador,Imagenes de Google Maps,Parte,Otro nombre,Propietarios,Altitud,turbina eolica,En construccion,Deshabilitar,Operadores,Sitio web,"direccion de correo electronico a fin de inscribirle al boletin de noticias, estrictamente destinada al envio de los boletines de noticias y por un periodo de tiempo limitado a la duracion de la inscripcion a dichos boletines de noticias.","direccion de correo electronico y nombre de la empresa cuando se soliciten presupuestos o se adquieran productos, unicamente destinados a realizar el seguimiento de los clientes y durante un periodo de tiempo conforme a las obligaciones contables."
217,Farelo,Espana,Pontevedra (Galicia),"Rodeiro, Agolada (Pontevedra), Antas de Ulla (Lugo)","Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,30 060 kW,si,si,Galicia Vento SL/Elecnor,,,https://www.elecnor.com/Common/pdf/fichas-proyectos/infraestructuras/generacion.pdf,"42° 44' 40.9""","-7° 56' 19.5""",WGS84,si,2005/09,,Imagenes de Google Maps,,,,,,,,Galicia Vento SL/Elecnor,,,
218,Farrapa,Espana,Lugo (Galicia),"Abadin, Mondonedo, PastorizaÂ ","Gamesa G80/2000 (potencia 2 000 kW, diametro 80 m)",67 m,20 000 kW,si,si,Gamesa/Elawan,Gamesa,Enel GreenPower,http://www.gestampwind.com/en/business/wind-farms,"43° 22' 58.4""","-7° 21' 50.3""",WGS84,si,2010/04,,Imagenes de Google Maps,,,,,,,,,,,
219,Fatarella,Espana,Tarragona (Cataluna),La Fatarella,"Siemens SWT-2.3-93 (potencia 2 300 kW, diametro 93 m)",80 m,48 300 kW,si,si,,Ventient Energy,Ventient Energy,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 10' 30.5""","0° 29' 58.4""",WGS84,si,2011,,Imagenes de Google Maps,,,,,,,,,,,
220,Finca de Mogan I,Espana,SC Tenerife (Tenerife),Arico (Tenerife),"Made AE-32 (potencia 330 kW, diametro 32 m)",,10 890 kW,si,si,,,,,"28° 9' 51.8""","-16° 26' 44""",WGS84,si,1998,Parque Eolico Finca de Mogan,Imagenes de Google Maps,,,,,,,,,,,
221,Fiouco,Espana,Lugo (Galicia),Abadin,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,25 050 kW,si,si,,Norvento Montouto SL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 25' 41.7""","-7° 32' 55.9""",WGS84,si,2005,Norvento Montouto SL,Imagenes de Google Maps,,,,,,,,,,,
222,Folch I,Espana,Castellon (Comunidad Valenciana),Castellfort,"Acciona AW-1500/77 (potencia 1 500 kW, diametro 77 m)",,49 500 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 28' 45.6""","-0° 11' 57.1""",WGS84,si,2007,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
223,Folch II,Espana,Castellon (Comunidad Valenciana),Castellfort,"Acciona AW-1500/77 (potencia 1 500 kW, diametro 77 m)",,15 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 29' 28.2""","-0° 11' 15.1""",WGS84,si,2007,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
224,Fontesilva,Espana,La Coruna (Galicia),"Santa Comba, CoristancoÂ ","Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,21 600 kW,si,si,,,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 6' 34.4""","-8° 49' 5.8""",WGS84,si,2010,,Imagenes de Google Maps,,,,,,,,,,,
225,Fuencaliente,Espana,SC Tenerife (La Palma),Fuencaliente (La Palma),"Made AE-30 (potencia 330 kW, diametro 30 m)",55 m,1 500 kW (downrated turbines),si,si,,Eolicas de Fuencaliente,Enel GreenPower,,"28° 27' 38.3""","-17° 50' 4.4""",WGS84,si,1997,Eolicas de Fuencaliente,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
226,Fuencaliente,Espana,SC Tenerife (La Palma),Fuencaliente (La Palma),"Made AE-30 (potencia 330 kW, diametro 30 m)",55 m,1 500 kW (downrated turbines),si,si,,Eolicas de Fuencaliente,Enel GreenPower,,"28° 27' 38.3""","-17° 50' 4.4""",WGS84,si,1997,Eolicas de Fuencaliente,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
227,Fuendetodos I,Espana,Zaragoza (Aragon),"Fuendetodos, Villanueva de Huer","Gamesa G80/2000 (potencia 2 000 kW, diametro 80 m)",,46 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 21' 11.8""","-0° 57' 34.6""",WGS84,si,2004,Iberdrola Renewables,Imagenes de Google Maps,,,,800 m,,,,,,,
228,Fuendetodos II,Espana,Zaragoza (Aragon),"Fuendetodos, Villanueva de Huer","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,47 600 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 22' 29.9""","-0° 57' 25.9""",WGS84,si,2004,Iberdrola Renewables,Imagenes de Google Maps,,,,800 m,,,,,,,
229,Gamoide,Espana,Lugo (Galicia),"Cervo,O Valadouro, Foz","Navantia-Siemens Izar 55/1300 (potencia 1 300 kW, diametro 55 m)",,32 500 kW,si,si,,Acciona Energia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 34' 52.1""","-7° 27' 56.9""",WGS84,si,2006,Acciona Energia,Imagenes de Google Maps,,,Acciona Energia/Eurus Energy,,,,,,,,
230,Gatun I,Espana,Logrono (La Rioja),"Arnedillo, Robres del Castillo, Ocon","GE Energy 1.5se (potencia 1 500 kW, diametro 70.5 m)",61.5 m,49 500 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 9' 4.9""","-2° 2' 27.7""",WGS84,si,2002,Eolicas de La Rioja,Imagenes de Google Maps,,,,,,,,,,,
231,Gatun II (1F),Espana,Logrono (La Rioja),"Arnedillo, Robres del Castillo, Ocon","GE Energy 1.5se (potencia 1 500 kW, diametro 70.5 m)",61.5 m,16 500 kW,si,si,,Molinos de Cidacos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 9' 4.9""","-2° 2' 27.7""",WGS84,si,2002,Eolicas de La Rioja,Imagenes de Google Maps,,,,,,,,,,,
232,Gavilanes,Espana,Murcia,"Yecla, Jumilla","GE Energy 1.5sl (potencia 1 500 kW, diametro 77 m)",,16 500 kW,si,si,,Energias Renovables de la Region de Murcia,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 36' 8""","-1° 17' 29.2""",WGS84,si,2003,Acciona Energia,Imagenes de Google Maps,Ampliacion,,,,,,,,,,
233,Gavilanes,Espana,Murcia,"Yecla, Jumilla","GE Energy 1.5sl (potencia 1 500 kW, diametro 77 m)",,16 500 kW,si,si,,Energias Renovables de la Region de Murcia,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 36' 8""","-1° 17' 29.2""",WGS84,si,2003,Acciona Energia,Imagenes de Google Maps,Ampliacion,,,,,,,,,,
234,Gavilanes,Espana,Murcia,"Yecla, Jumilla","GE Energy 1.5sl (potencia 1 500 kW, diametro 77 m)",,16 500 kW,si,si,,Energias Renovables de la Region de Murcia,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 36' 8""","-1° 17' 29.2""",WGS84,si,2003,Acciona Energia,Imagenes de Google Maps,Ampliacion,,,,,,,,,,
235,Granadilla III,Espana,SC Tenerife (Tenerife),Granadilla de AbonaÂ ,"Made AE-46/I (potencia 660 kW, diametro 46 m)",,5 280 kW,si,si,,Eolicas de Tenerife AIE,,,"28° 4' 11.2""","-16° 30' 50.3""",WGS84,si,,Eolicas de Tenerife AIE,Imagenes de Google Maps,,,,,,,,,,,
236,Grijota,Espana,Palencia (Castilla y Leon),Monzon de Campos,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,5 100 kW,si,si,,Energia de Castilla y Leon SA,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 6' 3.5""","-4° 29' 6.1""",WGS84,si,2007,Energia de Castilla y Leon SA,Imagenes de Google Maps,,,,,,,,,,,
237,Grisel II,Espana,Zaragoza (Aragon),Grisel,"Neg Micon NM48/750 (potencia 750 kW, diametro 48.2 m)",,3 000 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 51' 38.1""","-1° 43' 26""",WGS84,si,2005,,Imagenes de Google Maps,,,,,,,,,,,
238,Guijo I,Espana,Guadalajara (Castilla-La Mancha),"Anquela del Ducado, Selas, MazareteÂ ","Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",78 m,38 000 kW,si,si,,Eolia,Eolia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 58' 1.4""","-2° 9' 40.5""",WGS84,si,2008/06,Luria de Energias,Imagenes de Google Maps,,,,,,,,,,,
239,Guijo II,Espana,Guadalajara (Castilla-La Mancha),"Anquela del Ducado, Selas, MazareteÂ ","Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,26 000 kW,si,si,,Eolia,Eolia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 58' 1.4""","-2° 9' 40.5""",WGS84,si,2008/06,Luria de Energias,Imagenes de Google Maps,,,,,,,,,,,
240,Higueruela,Espana,Albacete (Castilla-La Mancha),Higueruela,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,37 620 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 58' 38""","-1° 26' 34.4""",WGS84,si,1999,Acciona Energia,Imagenes de Google Maps,,,,1100 m,,,,,,,
241,Hijes,Espana,Guadalajara (Castilla-La Mancha),Hijes,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,13 200 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 16' 43.9""","-3° 2' 36.2""",WGS84,si,2001,,Imagenes de Google Maps,,,,,,,,,,,
242,Ibargoiti,Espana,Navarra,"Ibargoiti, Leoz, Ezprogui","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,25 080 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 38' 59.9""","-1° 28' 11.9""",WGS84,si,1998,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
243,Ibargoiti,Espana,Navarra,"Ibargoiti, Leoz, Ezprogui","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,25 080 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 38' 59.9""","-1° 28' 11.9""",WGS84,si,1998,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
244,Igea,Espana,Logrono (La Rioja),Igea,"Gamesa G83/2000 (potencia 2 000 kW, diametro 83 m)",67 m,28 000 kW,si,si,,Molinos de la Rioja,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 0' 51.4""","-2° 4' 4""",WGS84,si,2005,Eolicas de La Rioja,Imagenes de Google Maps,Igea-Cornago,Igea-Cornago,,,,,,,,,
245,Ignacio Molina,Espana,Malaga (Andalucia),Casares,"Enercon E70/2000 (potencia 2 000 kW, diametro 70 m)",78 m,8 000 kW,si,si,,Luz de Viento SLU,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 25' 13""","-5° 17' 4.7""",WGS84,si,2006,ImWind,Imagenes de Google Maps,Casares,Casares,,,,,,,,,
246,Ingenio (Arinaga GC-1),Espana,Las Palmas (Canarias),Ingenio,"Made AE-23 (potencia 180 kW, diametro 23 m)",,360 kW,si,si,,PECSA Plantas Eolicas Canarias SA,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"27° 51' 47.2""","-15° 25' 7.6""",WGS84,si,1998,PECSA Plantas Eolicas Canarias SA,Imagenes de Google Maps,,,,,,,,,,,
247,Izco,Espana,Navarra,"Lumbier, Albar, Ezprogui","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,33 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 38' 30.1""","-1° 25' 11""",WGS84,si,1998,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
248,Jaufil,Espana,Granada (Andalucia),ZujarÂ ,"Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",,4 000 kW,si,si,,Parque Eolico Jaufil,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 30' 7.3""","-2° 52' 13.7""",WGS84,si,2010,Parque Eolico Jaufil,Imagenes de Google Maps,,,,,,,,,,,
249,Jerez,Espana,Cadiz (Andalucia),Jerez de la FronteraÂ ,"Suzlon S88/2100 (potencia 2 100 kW, diametro 88 m)",79 m,46 200 kW,si,si,,Eolia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 34' 57.5""","-5° 59' 16.1""",WGS84,si,2007/10,Wigep Andalucia SA,Imagenes de Google Maps,,,Eolia/ND,,,,,,,,
250,Juan Adalid,Espana,SC Tenerife (La Palma),Garafia (La Palma),"Made AE-23 (potencia 180 kW, diametro 23 m)",,1 260 kW,si,si,,Enel GreenPower,Enel GreenPower,,"28° 50' 19.1""","-17° 54' 34.1""",WGS84,si,1994,Enel GreenPower,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
251,Juan Adalid,Espana,SC Tenerife (La Palma),Garafia (La Palma),"Made AE-23 (potencia 180 kW, diametro 23 m)",,1 260 kW,si,si,,Enel GreenPower,Enel GreenPower,,"28° 50' 19.1""","-17° 54' 34.1""",WGS84,si,1994,Enel GreenPower,Imagenes de Google Maps,,,,,,,Deshabilitar,,,,
252,Juno,Espana,Soria (Castilla y Leon),"Aldehuelas, Villar del Rio, Suellacabras, Magana","Neg Micon NM72c/1500 (potencia 1 500 kW, diametro 72 m)",,49 500 kW,si,si,,RWE,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 50' 24""","-2° 15' 0""",WGS84,si,2004,Danta de energias S.A.,Imagenes de Google Maps,,,,,,,,,,,
253,La Bandera,Espana,Navarra,"Fustinana, Cabanillas, Bardenas Reales","Ecotecnia 48 (potencia 750 kW, diametro 48 m)",45 m,32 250 kW,si,si,,Eolica la Bandera SL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 4' 26.3""","-1° 28' 21.3""",WGS84,si,2000,Eolica la Bandera SL,Imagenes de Google Maps,,,,,,,,,,,
254,La Bandera Ampliacion,Espana,Navarra,"Fustinana, Cabanillas, Bardenas Reales",,62 m,1 300 kW,si,si,,Eolica la Bandera SL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 4' 25.5""","-1° 28' 8.6""",WGS84,si,2001,Eolica la Bandera SL,Imagenes de Google Maps,,,,,"Ecotecnia 62 (potencia 1 300 kW, diametro 62 m)",,,,,,
255,La Bobia - San Isidro,Espana,Asturias,Villanueva de Oscos,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,49 300 kW,si,si,Acciona Energia/Terranova,Acciona Energia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 20' 31.9""","-6° 53' 20.9""",WGS84,si,2002,,Imagenes de Google Maps,,,Acciona Energia/Eurus Energy,,,,,,,,
256,La Calera,Espana,Navarra,Eneriz,"M Torres MT TWT 77/1500 (potencia 1 500 kW, diametro 77 m)",70 m,4 500 kW,si,si,,M Torres Desarrollos Energeticos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 39' 10.7""","-1° 45' 36.7""",WGS84,si,2006/04,M Torres Desarrollos Energeticos,Imagenes de Google Maps,La Calera Experimental,La Calera Experimental,,,,,,,,,
257,La Calzada,Espana,Burgos (Castilla y Leon),MontorioÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",80 m,32 000 kW,si,si,,Eolia,Eolia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 35' 51.8""","-3° 45' 0.5""",WGS84,si,2007/10,Eolia,Imagenes de Google Maps,,,,,,,,,,,
258,La Camara,Espana,Malaga (Andalucia),"Ardales, Teba","Gamesa G128/4500 (potencia 4 500 kW, diametro 128 m)",120 m,18 000 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 56' 5.3""","-4° 52' 15.1""",WGS84,si,2013,Gamesa,Imagenes de Google Maps,,,,,,,,,,,
259,La Campana,Espana,Navarra,Pueyo,"M Torres MT TWT 77/1500 (potencia 1 500 kW, diametro 77 m)",60 m,4 500 kW,si,si,Eolica Pueyo SL/M Torres Desarrollos Energeticos,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 33' 59.2""","-1° 40' 3.7""",WGS84,si,2004/09,,Imagenes de Google Maps,,,,,,,,Eolica Pueyo SL/M Torres Desarrollos Energeticos,,,
260,La Castellana (Spain),Espana,Cadiz (Andalucia),Puerto Real,"Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",78 m,34 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 32' 10.3""","-6° 5' 1.7""",WGS84,si,2009,Acciona Energia,Imagenes de Google Maps,Ampliacion,,,,,,,,,,
261,La Castellana (Spain),Espana,Cadiz (Andalucia),Puerto Real,"Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",78 m,34 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 32' 10.3""","-6° 5' 1.7""",WGS84,si,2009,Acciona Energia,Imagenes de Google Maps,Ampliacion,,,,,,,,,,
262,La Caya,Espana,Navarra,OliteÂ ,"M Torres MT TWT 70/1650 (potencia 1 650 kW, diametro 70 m)",70 m,3 300 kW,si,si,,M Torres Desarrollos Energeticos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 57""","-1° 41' 38.2""",WGS84,si,2008/11,M Torres Desarrollos Energeticos,Imagenes de Google Maps,,,,,"M Torres MT TWT 82/1650 (potencia 1 650 kW, diametro 82 m)",,,,,,
263,La Caya,Espana,Navarra,OliteÂ ,"M Torres MT TWT 70/1650 (potencia 1 650 kW, diametro 70 m)",70 m,3 300 kW,si,si,,M Torres Desarrollos Energeticos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 57""","-1° 41' 38.2""",WGS84,si,2008/11,M Torres Desarrollos Energeticos,Imagenes de Google Maps,,,,,"M Torres MT TWT 82/1650 (potencia 1 650 kW, diametro 82 m)",,,,,,
264,La Collada,Espana,Tarragona (Cataluna),El PerelloÂ ,,90 m,3 000 kW,si,si,,Generacio Energia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 10' 32.7""","0° 53' 57.8""",WGS84,si,2008,Generacio Energia,Imagenes de Google Maps,,,,,"Ecotecnia 110 (potencia 3 000 kW, diametro 110 m)",,,,,,
265,La Cuerda,Espana,Albacete (Castilla-La Mancha),"Petrola, Chinchilla de MonteAragon","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,31 020 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 47' 50""","-1° 28' 21.6""",WGS84,si,2000,Acciona Energia,Imagenes de Google Maps,,,,,(el nombre de la empresa no esta disponible)  ,,,,,,
266,La Cueza,Espana,Leon (Castilla y Leon),SahagunÂ ,"Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,8 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 23' 35.6""","-4° 54' 49.2""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
267,La Dehesica,Espana,Albacete (Castilla-La Mancha),La Roda,"GE Energy 1.5sle (potencia 1 500 kW, diametro 77 m)",,28 500 kW,si,si,,Ventient Energy,Ventient Energy,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 9' 26.4""","-2° 12' 32.2""",WGS84,si,2008,,Imagenes de Google Maps,,,,,,,,,,,
268,La Esperanza,Espana,Guadalajara (Castilla-La Mancha),Cantalojas,"Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,30 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 17' 43.2""","-3° 13' 5.4""",WGS84,si,2009,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
269,La Florida,Espana,Las Palmas (Canarias),San Bartolome de TirajanaÂ ,"Made AE-46/I (potencia 660 kW, diametro 46 m)",,850 kW,si,si,,Juliano Bonny,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"27° 55' 28.6""","-15° 34' 22.8""",WGS84,no,2005/07,Juliano Bonny,Imagenes de Google Maps,,,,,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,,,,,
270,La Fraila,Espana,Navarra,Olite,"M Torres MT TWT 77/1500 (potencia 1 500 kW, diametro 77 m)",60 m,4 500 kW,si,si,,M Torres Desarrollos Energeticos,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 28.4""","-1° 41' 49.7""",WGS84,si,2004/07,M Torres Desarrollos Energeticos,Imagenes de Google Maps,,,,,,,,,,,
271,La Fuensanta,Espana,Albacete (Castilla-La Mancha),"Alcadozo, Penas de San Pedro","GE Energy 1.5sle (potencia 1 500 kW, diametro 77 m)",,49 500 kW,si,si,,GE Wind Energy,Renovalia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 41' 9.1""","-2° 1' 16.7""",WGS84,si,2005/01,Renovalia,Imagenes de Google Maps,,,,,,,,,,,
272,La Herreria,Espana,Cadiz (Andalucia),Tarifa,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,46 760 kW,si,si,Aerogeneradores del Sur/Elecnor,,,http://www.elecnor.es/es/negocios/infraestructuras/generacion-energia/#14,"36° 9' 35.9""","-5° 43' 16.4""",WGS84,si,2004,,Imagenes de Google Maps,,,,,,,,Aerogeneradores del Sur/Elecnor,,,
273,La Lastra,Espana,Burgos (Castilla y Leon),Huermeces,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,11 690 kW,si,si,,ACS,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 33' 31.7""","-3° 48' 12.6""",WGS84,si,2005,PE La BogaÂ SL,Imagenes de Google Maps,,,,,,,,,,,
274,La Lora IIÂ ,Espana,Burgos (Castilla y Leon),La Riba de ValdelucioÂ ,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,51 770 kW,si,si,SeeBA EnergyFarming/Cobra,ACS,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 45' 14.6""","-4° 3' 2.8""",WGS84,si,2006,,Imagenes de Google Maps,,,,,,,,,,,
275,La Lora IÂ ,Espana,Burgos (Castilla y Leon),La Riba de ValdelucioÂ ,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,51 770 kW,si,si,SeeBA EnergyFarming/Cobra,ACS,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 45' 14.6""","-4° 3' 2.8""",WGS84,si,2007,,Imagenes de Google Maps,,,,,,,,,,,
276,La Losilla,Espana,Albacete (Castilla-La Mancha),Romica,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,11 900 kW,si,si,,,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 53' 46.8""","-1° 46' 32.1""",WGS84,si,2005,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
277,La Nava,Espana,Malaga (Andalucia),Canete la RealÂ ,"Gamesa G80/2000 (potencia 2 000 kW, diametro 80 m)",,28 000 kW,si,si,,Eolica Guadalteba,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 54' 41.3""","-5° 3' 54.8""",WGS84,si,,Eolica Guadalteba,Imagenes de Google Maps,,,,,,,,,,,
278,La Navica,Espana,Albacete (Castilla-La Mancha),La Roda,"GE Energy 1.5sle (potencia 1 500 kW, diametro 77 m)",,30 000 kW,si,si,,Ventient Energy,Ventient Energy,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 8' 56.2""","-2° 11' 17.9""",WGS84,si,2008,,Imagenes de Google Maps,,,,,,,,,,,
279,La Noguera,Espana,Almeria (Andalucia),"Turrillas, Lucainena de las TorresÂ ","Siemens SWT-2.3-93 (potencia 2 300 kW, diametro 93 m)",,29 900 kW,si,si,Urbaenergia/Cobra,ACS,Saeta Yield,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 1' 21.9""","-2° 15' 44.8""",WGS84,si,2009,,Imagenes de Google Maps,,,,,,,,,,,
280,La Plata,Espana,Toledo (Castilla-La Mancha),Villarubia de Santiago,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,21 250 kW,si,si,,Olivento SL,FCC,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 59' 57.8""","-3° 21' 1.9""",WGS84,si,2005,Olivento SL,Imagenes de Google Maps,,,,,,,,,,,
281,La Plata Ampliacion,Espana,Toledo (Castilla-La Mancha),Villarubia de Santiago,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,6 800 kW,si,si,,Gamesa,Taiga Mistral,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 59' 57.8""","-3° 21' 1.9""",WGS84,si,2007,Gamesa,Imagenes de Google Maps,,,,,,,,,,,
282,La Rabia,Espana,Cadiz (Andalucia),Jerez de la FronteraÂ ,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,21 710 kW,si,si,,Gecal SA,Gas Natural Fenosa Renovables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 41' 11.6""","-6° 13' 50.4""",WGS84,si,2009,Gecal SA,Imagenes de Google Maps,,,,,,,,,,,
